Final_Alginate_Conc_(%w/v),CaCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Extrusion_Pressure (kPa),Outer_Nozzle_Inner_Diameter_(µm),Fiber_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Cell_Culture_Medium_Used?_N,Cell_Culture_Medium_Used?_Y,DI_Water_Used?_N,DI_Water_Used?_Y,Precrosslinking_Solution_Used?_N,Precrosslinking_Solution_Used?_Y,Saline_Solution_Used?_N,Saline_Solution_Used?_Y,EtOH_Solution_Used?_N,EtOH_Solution_Used?_Y,Photoinitiator_Used?_N,Photoinitiator_Used?_Y,Enzymatic_Crosslinker_Used?_N,Enzymatic_Crosslinker_Used?_Y,Matrigel_Used?_N,Matrigel_Used?_Y,Conical_or_Straight_Nozzle_C,Conical_or_Straight_Nozzle_S,Primary/Not_Primary_Not_Primary,Primary/Not_Primary_Primary,Acceptable_Viability_(Yes/No)
0.15000000000000002,0.11097547442015315,0.042777777777777776,0.01694915254237288,0.07234383342231714,0.36254646481986885,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.2974309027400668,0.030100334448160532,0.55,0.5522388059701493,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.372906236533523,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.33180348315354674,0.030100334448160532,0.55,0.5522388059701493,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.5228514071702093,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.2946141098899559,0.030100334448160532,0.55,0.5522388059701493,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.15000000000000002,0.11097547442015315,0.11611111111111111,0.01694915254237288,0.07234383342231714,0.16884360843776602,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.2767323801549236,0.030100334448160532,0.55,0.5522388059701493,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.11611111111111111,0.01694915254237288,0.07234383342231714,0.16884360843776602,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.04,0.01694915254237288,0.07234383342231714,0.2682574772887318,0.030100334448160532,0.55,0.5522388059701493,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.11097547442015315,0.11611111111111111,0.01694915254237288,0.07234383342231714,0.16884360843776602,0.030100334448160532,0.55,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.25,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.4,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.4,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.4,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.5,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N
0.5,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.5,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.5,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.75,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N
0.75,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.75,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
1.0,0.11097547442015315,0.5,0.3321323615819209,0.20048051254671645,0.1469342853439185,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N
1.0,0.11097547442015315,0.0,0.2975466644067797,0.20826659547962267,0.13454168141045178,0.04013377926421405,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Y
0.07500000000000001,0.0,0.0,0.09989830508474576,0.032301121195942334,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Y
0.07500000000000001,0.0,0.0,0.21677966101694915,0.032301121195942334,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.4505084745762712,0.032301121195942334,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.9179322033898306,0.032301121195942334,0.16251773633557673,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.09989830508474576,0.099038974906567,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Y
0.07500000000000001,0.0,0.0,0.21677966101694915,0.099038974906567,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Y
0.07500000000000001,0.0,0.0,0.4505084745762712,0.099038974906567,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.9179322033898306,0.099038974906567,0.16251773633557673,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.09989830508474576,0.19914575547250396,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Y
0.07500000000000001,0.0,0.0,0.21677966101694915,0.19914575547250396,0.17694912839413612,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Y
0.07500000000000001,0.0,0.0,0.4505084745762712,0.19914575547250396,0.16251773633557673,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.07500000000000001,0.0,0.0,0.9179322033898306,0.19914575547250396,0.16251773633557673,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N
0.15000000000000002,0.39998890245255797,0.16666666666666666,0.711864406779661,0.099038974906567,0.10578038124800739,0.09698996655518394,0.45000000000000007,0.5522388059701493,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.39998890245255797,0.16666666666666666,0.711864406779661,0.099038974906567,0.1967570796444675,0.09698996655518394,0.45000000000000007,0.5522388059701493,0.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.39998890245255797,0.16666666666666666,0.711864406779661,0.099038974906567,0.09412082079381708,0.09698996655518394,0.45000000000000007,0.5522388059701493,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.0,0.0,0.3743502824858757,0.15242925787506673,0.22930118545871564,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.3743502824858757,0.15242925787506673,0.22930118545871564,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.0,0.0,0.3743502824858757,0.15242925787506673,0.22930118545871564,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.25,0.0,0.0,0.3743502824858757,0.15242925787506673,0.22930118545871564,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.30000000000000004,0.0,0.0,0.3743502824858757,0.15242925787506673,0.22930118545871564,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,N
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.18512892199282255,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.1985291249607319,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.06666666666666667,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.2135224741998358,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.13333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.23265973212440133,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.23265973212440133,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.2,0.3743502824858757,0.15242925787506673,0.23265973212440133,0.17224080267558528,0.45000000000000007,0.5522388059701493,0.36666666666666664,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.05,0.11097547442015315,0.2,0.033898305084745756,0.2078216764548852,0.2812801108966207,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.033898305084745756,0.2078216764548852,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.033898305084745756,0.2078216764548852,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.003389830508474575,0.2078216764548852,0.2812801108966207,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.003389830508474575,0.2078216764548852,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.003389830508474575,0.2078216764548852,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.054237288135593226,0.15710090763481044,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.054237288135593226,0.15710090763481044,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.054237288135593226,0.15710090763481044,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.07796610169491526,0.10571276027762945,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.07796610169491526,0.10571276027762945,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.07796610169491526,0.10571276027762945,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.003389830508474575,0.10571276027762945,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.003389830508474575,0.10571276027762945,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.003389830508474575,0.10571276027762945,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.11186440677966102,0.07234383342231714,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.11186440677966102,0.07234383342231714,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.11186440677966102,0.07234383342231714,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.01694915254237288,0.07234383342231714,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.01694915254237288,0.07234383342231714,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.01694915254237288,0.07234383342231714,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
